Tahun Rilis,Rank,Nama Game,Diskon,Harga,Rating,Tanggal Rilis,Followers,Online Saat Ini,Peak Pemain
2024,202.,Palia,0%,Free,83.78%,25 Mar,"68,339","9,311","18,179"
2024,210.,CarX Street,0%,Rp 299999,69.04%,29 Aug,"72,384","1,430","7,241"
2024,214.,Lust Goddess,0%,Free,55.27%,21 Feb,"28,062","2,158","5,885"
2024,216.,Le Mans Ultimate,0%,Rp 550000,76.42%,20 Feb,"30,905",789,"6,304"
2024,217.,Still Wakes the Deep,-59%,Rp 141523,86.54%,18 Jun,"39,799",256,927
2024,222.,ARK: Bob's Tall Tales,-40%,Rp 279650,50.89%,02 Apr,—,—,—
2024,227.,Factorio: Space Age,0%,Rp 300000,89.94%,21 Oct,—,—,—
2024,244.,God of War Ragnarök,0%,Rp 879000,84.86%,19 Sep,"97,667","1,619","35,615"
2024,250.,Luma Island,-20%,Rp 100000,81.39%,20 Nov,"51,770","1,485","35,098"
2024,253.,V Rising,0%,Rp 284999,87.75%,08 May,"289,587","6,678","150,645"
2024,255.,Aeons Echo,0%,Free,72.40%,22 Aug,"23,051",905,"3,341"
2024,258.,Ghost of Tsushima DIRECTOR'S CUT,0%,Rp 879000,92.29%,16 May,"180,305","2,153","77,154"
2024,260.,Romancing SaGa 2: Revenge of the Seven,-40%,Rp 437400,90.61%,24 Oct,"22,686",278,"16,429"
2024,284.,Victoria 3: Sphere of Influence,-20%,Rp 257599,70.76%,24 Jun,—,—,—
2024,286.,Fast Food Simulator,-30%,Rp 91699,90.47%,10 Dec,"31,130",705,"6,172"
2024,288.,Horny Villa,0%,Free,70.09%,07 Nov,"8,577","1,038","2,660"
2024,290.,Dystopika,-40%,Rp 39000,92.00%,21 Jun,"17,394",182,306
2024,293.,Chained Together,0%,Rp 47499,89.11%,19 Jun,"76,499",899,"94,480"
2024,296.,SMITE 2,0%,Free,56.81%,27 Aug,"58,280","5,091","21,481"
2024,306.,The Planet Crafter,0%,Rp 206999,94.36%,10 Apr,"161,142","4,084","28,416"
2024,311.,The Lord of the Rings: Return to Moria™,-40%,Rp 124199,80.65%,27 Aug,"60,642",820,"8,811"
2024,313.,Sky: Children of the Light,0%,Free,85.38%,10 Apr,"83,819","2,700","8,806"
2024,317.,Bodycam,0%,Rp 284999,73.76%,07 Jun,"259,985",358,"16,457"
2024,318.,Dragon Age™: The Veilguard,-50%,Rp 329500,68.58%,31 Oct,"97,740",964,"89,418"
2024,332.,Crime Scene Cleaner,-45%,Rp 164338,95.59%,14 Aug,"63,526",822,"13,577"
2024,341.,Breeze of Passion,0%,Rp 130999,82.89%,21 Oct,"6,429",145,385
2024,343.,Planet Coaster 2,0%,Rp 375999,64.92%,06 Nov,"46,098","1,038","20,048"
2024,344.,Summoners War,0%,Free,69.59%,08 Jan,"12,944","6,046","22,281"
2024,347.,The Sims™ 4 Life & Death Expansion Pack,-38%,Rp 296980,73.53%,31 Oct,—,—,—
2024,349.,Songs of Conquest,-70%,Rp 96600,83.67%,20 May,"93,156",327,"4,192"
2024,350.,The Outlast Trials,0%,Rp 299999,91.84%,05 Mar,"179,120","2,621","36,689"
2024,353.,Yarimono,-22%,Rp 161459,84.25%,30 Aug,"40,475",224,"2,607"
2024,355.,FOR HONOR™,0%,Rp 349000,68.95%,14 Mar,"282,834","2,357","225,831"
2024,359.,Risk of Rain 2: Seekers of the Storm,0%,Rp 80999,48.27%,27 Aug,—,—,—
2024,371.,Last Epoch,0%,Rp 284999,78.72%,21 Feb,"223,404","3,227","264,708"
2024,373.,Liar's Bar,0%,Rp 65000,89.67%,02 Oct,"124,679",571,"113,798"
2024,383.,TEKKEN 8,0%,Rp 599000,53.95%,25 Jan,"96,949","3,467","49,977"
2024,385.,Manor Lords,0%,Rp 299999,84.92%,26 Apr,"527,709","1,604","173,178"
2024,392.,FINAL FANTASY XVI,0%,Rp 729000,77.76%,17 Sep,"63,985","1,062","27,508"
2024,402.,RimWorld - Anomaly,0%,Rp 206999,78.78%,11 Apr,—,—,—
2024,403.,TCG Card Shop Simulator,0%,Rp 114999,95.14%,15 Sep,"66,077","1,729","53,453"
2024,405.,S.T.A.L.K.E.R. 2: Heart of Chornobyl,0%,Rp 665000,79.46%,20 Nov,"351,298","1,378","121,335"
2024,422.,Indiana Jones and the Great Circle,0%,Rp 999999,88.29%,09 Dec,"93,667",333,"12,138"
2024,428.,Pacific Drive,-50%,Rp 143500,81.85%,22 Feb,"108,494",504,"18,507"
2024,434.,The Spell Brigade,0%,Rp 90999,82.79%,16 Sep,"31,878","1,935","14,514"
2024,435.,Strinova,0%,Free,74.55%,21 Nov,"53,319","1,466","38,043"
2024,436.,Starward,0%,Free,61.85%,25 Apr,"5,737",310,"4,062"
2024,443.,The Sims™ 4 Lovestruck Expansion Pack,-50%,Rp 239500,46.53%,25 Jul,—,—,—
2024,444.,ASKA,-40%,Rp 99000,77.81%,20 Jun,"94,429",865,"10,713"
2024,445.,MiSide,0%,Rp 130999,96.55%,11 Dec,"121,121",586,"23,741"
2024,448.,Victoria 3: Pivot of Empire,-20%,Rp 86399,47.02%,21 Nov,—,—,—
2024,459.,Visions of Mana,-40%,Rp 527400,76.45%,29 Aug,"33,039",73,"6,976"
2024,461.,EA SPORTS™ Madden NFL 25,-80%,Rp 159800,54.50%,16 Aug,"4,311","1,722","5,917"
2024,465.,Expansion - Hearts of Iron IV: Götterdämmerung,0%,Rp 268999,68.72%,14 Nov,—,—,—
2024,472.,Disney Epic Mickey: Rebrushed,-60%,Rp 179999,89.17%,24 Sep,"15,601",77,"1,198"
2024,474.,DREDGE - The Iron Rig,-25%,Rp 104999,76.59%,15 Aug,—,—,—
2024,475.,Age of Mythology: Retold,0%,Rp 424500,87.95%,04 Sep,"108,514","1,802","25,879"
2024,481.,ANIMAL WELL,-25%,Rp 158250,93.64%,09 May,"53,888",232,"8,133"
2024,486.,Blade and Sorcery,0%,Rp 245999,94.94%,17 Jun,"83,060",637,"9,509"
2024,490.,LoveCraft,0%,Free,67.27%,09 Apr,"7,019",498,689
2024,496.,Drug Dealer Simulator 2,-47%,Rp 149533,55.32%,20 Jun,"29,377",260,"9,126"
2024,497.,Dead by Daylight - Castlevania Chapter,-30%,Rp 46375,78.80%,27 Aug,—,—,—
2024,501.,DRAGON BALL: Sparking! ZERO,0%,Rp 699000,87.75%,10 Oct,"181,404","1,063","122,554"
2024,504.,Ale & Tale Tavern,-40%,Rp 59999,86.48%,05 Sep,"38,984",627,"6,075"
2024,505.,Content Warning,0%,Rp 74000,93.47%,01 Apr,"96,927",749,"204,439"
2024,513.,Buckshot Roulette,0%,Rp 28999,94.55%,04 Apr,"66,069",842,"20,226"
2024,519.,Crusader Kings III: Roads to Power,0%,Rp 321999,80.49%,24 Sep,—,—,—
2024,532.,Void Crew,0%,Rp 219000,85.42%,25 Nov,"56,198",692,"4,722"
2024,540.,Abiotic Factor,0%,Rp 284999,94.38%,02 May,"99,658","1,494","21,753"
2024,561.,SILENT HILL 2,0%,Rp 937000,93.37%,08 Oct,"122,260","1,484","23,676"
